longitude,latitude,elevation_m
-98.33,31.52,563.6
-98.25,31.52,490.1
-98.17,31.52,423.7
-98.09,31.52,368.8
-98.01,31.52,333.9
-97.93,31.52,321.4
-97.85,31.52,324.1
-97.77,31.52,338.3
-97.69,31.52,361.9
-97.61,31.52,391.1
-97.53,31.52,414.4
-97.45,31.52,430.5
-97.37,31.52,437.4
-97.29,31.52,435.2
-97.21,31.52,428.5
-97.13,31.52,421.0
-97.05,31.52,411.8
-96.97,31.52,396.7
-96.89,31.52,378.6
-96.81,31.52,366.7
-96.73,31.52,352.6
-96.65,31.52,333.5
-96.57,31.52,317.3
-96.49,31.52,305.7
-96.41,31.52,298.0
-96.33,31.52,285.9
-96.25,31.52,272.4
-96.17,31.52,262.8
-96.09,31.52,252.0
-96.01,31.52,245.1
-95.93,31.52,236.0
-95.85,31.52,229.0
-95.77,31.52,226.3
-95.69,31.52,217.8
-95.61,31.52,206.1
-95.53,31.52,198.8
-95.45,31.52,199.1
-95.37,31.52,198.0
-95.29,31.52,189.7
-95.21,31.52,184.6
-95.13,31.52,185.3
-95.05,31.52,181.0
-94.97,31.52,175.7
-94.89,31.52,168.0
-94.81,31.52,165.5
-94.73,31.52,166.1
-94.65,31.52,160.8
-94.57,31.52,155.7
-94.49,31.52,150.1
-94.41,31.52,141.4
-94.33,31.52,140.2
-94.25,31.52,141.8
-94.17,31.52,138.4
-94.09,31.52,131.5
-94.01,31.52,127.8
-93.93,31.52,129.4
-93.85,31.52,128.0
-93.77,31.52,119.3
-106.33,31.6,242.3
-106.25,31.6,310.1
-106.17,31.6,394.0
-106.09,31.6,499.8
-106.01,31.6,633.1
-105.93,31.6,795.9
-105.85,31.6,986.0
-105.77,31.6,1209.3
-105.69,31.6,1456.2
-105.61,31.6,1725.2
-105.53,31.6,2014.8
-105.45,31.6,2319.2
-105.37,31.6,2625.6
-105.29,31.6,2700.0
-105.21,31.6,2700.0
-105.13,31.6,2700.0
-105.05,31.6,2700.0
-104.97,31.6,2700.0
-104.89,31.6,2700.0
-104.81,31.6,2700.0
-104.73,31.6,2700.0
-104.65,31.6,2700.0
-104.57,31.6,2700.0
-104.49,31.6,2700.0
-104.41,31.6,2700.0
-104.33,31.6,2700.0
-104.25,31.6,2700.0
-104.17,31.6,2700.0
-104.09,31.6,2567.0
-104.01,31.6,2325.5
-103.93,31.6,2094.6
-103.85,31.6,1882.7
-103.77,31.6,1690.3
-103.69,31.6,1517.2
-103.61,31.6,1369.9
-103.53,31.6,1243.6
-103.45,31.6,1143.9
-103.37,31.6,1062.0
-103.29,31.6,1003.1
-103.21,31.6,962.2
-103.13,31.6,928.7
-103.05,31.6,905.3
-102.97,31.6,892.8
-102.89,31.6,887.1
-102.81,31.6,886.6
-102.73,31.6,891.2
-102.65,31.6,898.1
-102.57,31.6,903.1
-102.49,31.6,915.4
-102.41,31.6,923.0
-102.33,31.6,929.8
-102.25,31.6,941.3
-102.17,31.6,952.5
-102.09,31.6,962.9
-102.01,31.6,974.9
-101.93,31.6,985.8
-101.85,31.6,999.0
-101.77,31.6,1012.8
-101.69,31.6,1020.3
-101.61,31.6,1029.8
-101.53,31.6,1039.8
-101.45,31.6,1050.7
-101.37,31.6,1054.5
-101.29,31.6,1053.5
-101.21,31.6,1053.4
-101.13,31.6,1045.9
-101.05,31.6,1035.1
-100.97,31.6,1021.5
-100.89,31.6,1006.5
-100.81,31.6,990.2
-100.73,31.6,972.2
-100.65,31.6,960.4
-100.57,31.6,954.8
-100.49,31.6,954.2
-100.41,31.6,958.3
-100.33,31.6,967.3
-100.25,31.6,980.6
-100.17,31.6,999.4
-100.09,31.6,1019.7
-100.01,31.6,1038.3
-99.93,31.6,1049.6
-99.85,31.6,1058.9
-99.77,31.6,1063.3
-99.69,31.6,1064.9
-99.61,31.6,1060.6
-99.53,31.6,1050.7
-99.45,31.6,1040.9
-99.37,31.6,1027.8
-99.29,31.6,1011.3
-99.21,31.6,996.4
-99.13,31.6,980.1
-99.05,31.6,962.1
-98.97,31.6,942.2
-98.89,31.6,917.9
-98.81,31.6,890.7
-98.73,31.6,855.9
-98.65,31.6,812.0
-98.57,31.6,758.3
-98.49,31.6,698.0
-98.41,31.6,637.8
-98.33,31.6,572.1
-98.25,31.6,500.9
-98.17,31.6,435.3
-98.09,31.6,380.2
-98.01,31.6,343.9
-97.93,31.6,331.0
-97.85,31.6,334.6
-97.77,31.6,349.3
-97.69,31.6,371.8
-97.61,31.6,395.8
-97.53,31.6,418.2
-97.45,31.6,434.8
-97.37,31.6,440.8
-97.29,31.6,439.7
-97.21,31.6,435.9
-97.13,31.6,427.0
-97.05,31.6,416.2
-96.97,31.6,400.6
-96.89,31.6,380.9
-96.81,31.6,365.7
-96.73,31.6,350.8
-96.65,31.6,333.2
-96.57,31.6,319.6
-96.49,31.6,309.0
-96.41,31.6,296.5
-96.33,31.6,282.2
-96.25,31.6,271.2
-96.17,31.6,264.1
-96.09,31.6,252.0
-96.01,31.6,242.5
-95.93,31.6,235.0
-95.85,31.6,230.3
-95.77,31.6,228.6
-95.69,31.6,217.4
-95.61,31.6,205.5
-95.53,31.6,200.9
-95.45,31.6,198.4
-95.37,31.6,197.3
-95.29,31.6,191.0
-95.21,31.6,184.0
-95.13,31.6,183.0
-95.05,31.6,181.5
-94.97,31.6,176.8
-94.89,31.6,168.3
-94.81,31.6,165.0
-94.73,31.6,162.8
-94.65,31.6,159.6
-94.57,31.6,158.6
-94.49,31.6,153.5
-94.41,31.6,142.8
-94.33,31.6,140.5
-94.25,31.6,142.0
-94.17,31.6,138.7
-94.09,31.6,134.4
-94.01,31.6,131.0
-93.93,31.6,131.1
-93.85,31.6,127.6
-93.77,31.6,118.1
-106.41,31.68,193.4
-106.33,31.68,240.9
-106.25,31.68,307.5
-106.17,31.68,389.0
-106.09,31.68,487.6
-106.01,31.68,613.2
-105.93,31.68,768.1
-105.85,31.68,954.4
-105.77,31.68,1171.5
-105.69,31.68,1410.5
-105.61,31.68,1672.2
-105.53,31.68,1953.6
-105.45,31.68,2246.7
-105.37,31.68,2543.8
-105.29,31.68,2700.0
-105.21,31.68,2700.0
-105.13,31.68,2700.0
-105.05,31.68,2700.0
-104.97,31.68,2700.0
-104.89,31.68,2700.0
-104.81,31.68,2700.0
-104.73,31.68,2700.0
-104.65,31.68,2700.0
-104.57,31.68,2700.0
-104.49,31.68,2700.0
-104.41,31.68,2700.0
-104.33,31.68,2700.0
-104.25,31.68,2700.0
-104.17,31.68,2700.0
-104.09,31.68,2531.8
-104.01,31.68,2294.8
-103.93,31.68,2069.8
-103.85,31.68,1860.1
-103.77,31.68,1672.2
-103.69,31.68,1503.1
-103.61,31.68,1356.7
-103.53,31.68,1230.8
-103.45,31.68,1132.9
-103.37,31.68,1051.5
-103.29,31.68,991.9
-103.21,31.68,949.9
-103.13,31.68,915.2
-103.05,31.68,893.2
-102.97,31.68,881.8
-102.89,31.68,876.5
-102.81,31.68,879.8
-102.73,31.68,881.9
-102.65,31.68,889.3
-102.57,31.68,898.9
-102.49,31.68,912.5
-102.41,31.68,921.9
-102.33,31.68,931.1
-102.25,31.68,946.2
-102.17,31.68,962.5
-102.09,31.68,978.3
-102.01,31.68,990.6
-101.93,31.68,1003.1
-101.85,31.68,1017.7
-101.77,31.68,1031.2
-101.69,31.68,1042.4
-101.61,31.68,1052.4
-101.53,31.68,1061.5
-101.45,31.68,1072.1
-101.37,31.68,1075.7
-101.29,31.68,1075.7
-101.21,31.68,1074.6
-101.13,31.68,1065.2
-101.05,31.68,1049.1
-100.97,31.68,1037.5
-100.89,31.68,1022.2
-100.81,31.68,1005.0
-100.73,31.68,988.1
-100.65,31.68,975.5
-100.57,31.68,966.7
-100.49,31.68,965.3
-100.41,31.68,970.0
-100.33,31.68,978.9
-100.25,31.68,993.6
-100.17,31.68,1012.7
-100.09,31.68,1030.1
-100.01,31.68,1047.5
-99.93,31.68,1059.5
-99.85,31.68,1068.2
-99.77,31.68,1074.9
-99.69,31.68,1076.6
-99.61,31.68,1072.4
-99.53,31.68,1064.7
-99.45,31.68,1050.8
-99.37,31.68,1037.0
-99.29,31.68,1024.1
-99.21,31.68,1007.9
-99.13,31.68,989.5
-99.05,31.68,969.3
-98.97,31.68,947.4
-98.89,31.68,924.4
-98.81,31.68,895.9
-98.73,31.68,861.7
-98.65,31.68,821.3
-98.57,31.68,769.9
-98.49,31.68,709.7
-98.41,31.68,646.2
-98.33,31.68,580.3
-98.25,31.68,514.0
-98.17,31.68,451.8
-98.09,31.68,398.0
-98.01,31.68,359.6
-97.93,31.68,344.0
-97.85,31.68,345.8
-97.77,31.68,359.8
-97.69,31.68,380.6
-97.61,31.68,402.6
-97.53,31.68,425.3
-97.45,31.68,442.1
-97.37,31.68,448.7
-97.29,31.68,446.5
-97.21,31.68,439.5
-97.13,31.68,428.6
-97.05,31.68,416.6
-96.97,31.68,401.3
-96.89,31.68,383.9
-96.81,31.68,368.2
-96.73,31.68,350.5
-96.65,31.68,334.9
-96.57,31.68,321.7
-96.49,31.68,310.2
-96.41,31.68,295.8
-96.33,31.68,284.5
-96.25,31.68,272.0
-96.17,31.68,260.7
-96.09,31.68,252.1
-96.01,31.68,243.5
-95.93,31.68,235.3
-95.85,31.68,229.6
-95.77,31.68,227.5
-95.69,31.68,216.6
-95.61,31.68,207.0
-95.53,31.68,203.5
-95.45,31.68,196.8
-95.37,31.68,193.6
-95.29,31.68,192.1
-95.21,31.68,186.4
-95.13,31.68,182.3
-95.05,31.68,182.8
-94.97,31.68,179.6
-94.89,31.68,169.6
-94.81,31.68,164.6
-94.73,31.68,160.5
-94.65,31.68,157.3
-94.57,31.68,157.2
-94.49,31.68,153.2
-94.41,31.68,144.6
-94.33,31.68,140.2
-94.25,31.68,140.9
-94.17,31.68,138.7
-94.09,31.68,137.5
-94.01,31.68,136.9
-93.93,31.68,132.4
-93.85,31.68,126.0
-93.77,31.68,117.1
-106.49,31.76,152.0
-106.41,31.76,186.6
-106.33,31.76,234.2
-106.25,31.76,298.6
-106.17,31.76,375.9
-106.09,31.76,471.7
-106.01,31.76,591.3
-105.93,31.76,734.6
-105.85,31.76,912.7
-105.77,31.76,1117.2
-105.69,31.76,1339.4
-105.61,31.76,1586.5
-105.53,31.76,1855.1
-105.45,31.76,2132.4
-105.37,31.76,2416.1
-105.29,31.76,2691.4
-105.21,31.76,2700.0
-105.13,31.76,2700.0
-105.05,31.76,2700.0
-104.97,31.76,2700.0
-104.89,31.76,2700.0
-104.81,31.76,2700.0
-104.73,31.76,2700.0
-104.65,31.76,2700.0
-104.57,31.76,2700.0
-104.49,31.76,2700.0
-104.41,31.76,2700.0
-104.33,31.76,2700.0
-104.25,31.76,2700.0
-104.17,31.76,2678.6
-104.09,31.76,2452.2
-104.01,31.76,2229.7
-103.93,31.76,2017.9
-103.85,31.76,1816.0
-103.77,31.76,1634.5
-103.69,31.76,1473.6
-103.61,31.76,1333.1
-103.53,31.76,1213.9
-103.45,31.76,1120.0
-103.37,31.76,1041.6
-103.29,31.76,982.7
-103.21,31.76,939.7
-103.13,31.76,906.5
-103.05,31.76,888.2
-102.97,31.76,880.4
-102.89,31.76,877.7
-102.81,31.76,884.0
-102.73,31.76,887.1
-102.65,31.76,893.7
-102.57,31.76,904.9
-102.49,31.76,917.1
-102.41,31.76,930.4
-102.33,31.76,942.7
-102.25,31.76,958.2
-102.17,31.76,976.7
-102.09,31.76,994.0
-102.01,31.76,1008.2
-101.93,31.76,1020.1
-101.85,31.76,1032.7
-101.77,31.76,1048.4
-101.69,31.76,1063.6
-101.61,31.76,1075.3
-101.53,31.76,1084.1
-101.45,31.76,1093.1
-101.37,31.76,1096.7
-101.29,31.76,1096.7
-101.21,31.76,1093.1
-101.13,31.76,1083.9
-101.05,31.76,1067.2
-100.97,31.76,1053.1
-100.89,31.76,1040.3
-100.81,31.76,1023.3
-100.73,31.76,1006.6
-100.65,31.76,990.5
-100.57,31.76,978.5
-100.49,31.76,977.1
-100.41,31.76,981.8
-100.33,31.76,990.9
-100.25,31.76,1008.0
-100.17,31.76,1027.1
-100.09,31.76,1043.9
-100.01,31.76,1061.1
-99.93,31.76,1073.9
-99.85,31.76,1079.9
-99.77,31.76,1085.2
-99.69,31.76,1085.4
-99.61,31.76,1081.8
-99.53,31.76,1074.3
-99.45,31.76,1059.8
-99.37,31.76,1049.4
-99.29,31.76,1036.8
-99.21,31.76,1017.9
-99.13,31.76,997.6
-99.05,31.76,976.2
-98.97,31.76,955.5
-98.89,31.76,931.1
-98.81,31.76,901.7
-98.73,31.76,868.7
-98.65,31.76,827.3
-98.57,31.76,778.2
-98.49,31.76,720.5
-98.41,31.76,655.9
-98.33,31.76,592.4
-98.25,31.76,526.2
-98.17,31.76,462.0
-98.09,31.76,409.4
-98.01,31.76,371.8
-97.93,31.76,355.8
-97.85,31.76,354.9
-97.77,31.76,366.8
-97.69,31.76,386.1
-97.61,31.76,407.9
-97.53,31.76,430.9
-97.45,31.76,446.1
-97.37,31.76,451.1
-97.29,31.76,448.6
-97.21,31.76,441.1
-97.13,31.76,430.8
-97.05,31.76,417.5
-96.97,31.76,402.2
-96.89,31.76,386.0
-96.81,31.76,369.9
-96.73,31.76,352.2
-96.65,31.76,336.9
-96.57,31.76,322.3
-96.49,31.76,309.6
-96.41,31.76,293.9
-96.33,31.76,283.8
-96.25,31.76,272.7
-96.17,31.76,262.1
-96.09,31.76,257.1
-96.01,31.76,245.5
-95.93,31.76,233.2
-95.85,31.76,226.3
-95.77,31.76,221.9
-95.69,31.76,213.8
-95.61,31.76,206.0
-95.53,31.76,203.4
-95.45,31.76,196.9
-95.37,31.76,189.0
-95.29,31.76,188.0
-95.21,31.76,186.8
-95.13,31.76,183.7
-95.05,31.76,182.5
-94.97,31.76,176.4
-94.89,31.76,165.7
-94.81,31.76,161.1
-94.73,31.76,160.6
-94.65,31.76,156.5
-94.57,31.76,151.6
-94.49,31.76,149.9
-94.41,31.76,146.5
-94.33,31.76,142.6
-94.25,31.76,139.2
-94.17,31.76,136.5
-94.09,31.76,136.5
-94.01,31.76,134.7
-93.93,31.76,127.2
-93.85,31.76,119.0
-106.49,31.84,143.6
-106.41,31.84,179.7
-106.33,31.84,225.9
-106.25,31.84,284.9
-106.17,31.84,357.6
-106.09,31.84,451.0
-106.01,31.84,563.3
-105.93,31.84,696.1
-105.85,31.84,860.3
-105.77,31.84,1047.7
-105.69,31.84,1251.3
-105.61,31.84,1479.2
-105.53,31.84,1728.2
-105.45,31.84,1987.7
-105.37,31.84,2253.2
-105.29,31.84,2512.3
-105.21,31.84,2700.0
-105.13,31.84,2700.0
-105.05,31.84,2700.0
-104.97,31.84,2700.0
-104.89,31.84,2700.0
-104.81,31.84,2700.0
-104.73,31.84,2700.0
-104.65,31.84,2700.0
-104.57,31.84,2700.0
-104.49,31.84,2700.0
-104.41,31.84,2700.0
-104.33,31.84,2700.0
-104.25,31.84,2700.0
-104.17,31.84,2541.2
-104.09,31.84,2333.2
-104.01,31.84,2128.2
-103.93,31.84,1933.3
-103.85,31.84,1748.1
-103.77,31.84,1578.1
-103.69,31.84,1428.6
-103.61,31.84,1298.4
-103.53,31.84,1190.8
-103.45,31.84,1103.3
-103.37,31.84,1030.7
-103.29,31.84,976.3
-103.21,31.84,937.7
-103.13,31.84,908.3
-103.05,31.84,893.5
-102.97,31.84,888.7
-102.89,31.84,886.8
-102.81,31.84,891.9
-102.73,31.84,897.6
-102.65,31.84,904.6
-102.57,31.84,916.4
-102.49,31.84,929.3
-102.41,31.84,947.2
-102.33,31.84,962.5
-102.25,31.84,976.8
-102.17,31.84,996.4
-102.09,31.84,1014.9
-102.01,31.84,1031.1
-101.93,31.84,1041.7
-101.85,31.84,1053.6
-101.77,31.84,1070.4
-101.69,31.84,1085.9
-101.61,31.84,1097.3
-101.53,31.84,1107.5
-101.45,31.84,1116.8
-101.37,31.84,1120.1
-101.29,31.84,1115.9
-101.21,31.84,1110.3
-101.13,31.84,1104.4
-101.05,31.84,1091.5
-100.97,31.84,1074.1
-100.89,31.84,1058.8
-100.81,31.84,1039.3
-100.73,31.84,1020.9
-100.65,31.84,1004.8
-100.57,31.84,992.6
-100.49,31.84,988.5
-100.41,31.84,990.9
-100.33,31.84,1001.0
-100.25,31.84,1019.6
-100.17,31.84,1039.6
-100.09,31.84,1056.9
-100.01,31.84,1071.8
-99.93,31.84,1083.6
-99.85,31.84,1089.0
-99.77,31.84,1095.0
-99.69,31.84,1097.2
-99.61,31.84,1092.6
-99.53,31.84,1084.3
-99.45,31.84,1072.6
-99.37,31.84,1065.2
-99.29,31.84,1053.2
-99.21,31.84,1030.3
-99.13,31.84,1006.4
-99.05,31.84,984.9
-98.97,31.84,965.9
-98.89,31.84,942.7
-98.81,31.84,913.5
-98.73,31.84,878.7
-98.65,31.84,832.7
-98.57,31.84,785.9
-98.49,31.84,731.9
-98.41,31.84,666.6
-98.33,31.84,601.6
-98.25,31.84,534.5
-98.17,31.84,468.3
-98.09,31.84,416.5
-98.01,31.84,381.9
-97.93,31.84,365.2
-97.85,31.84,364.2
-97.77,31.84,377.9
-97.69,31.84,397.0
-97.61,31.84,414.7
-97.53,31.84,434.3
-97.45,31.84,447.4
-97.37,31.84,450.6
-97.29,31.84,446.7
-97.21,31.84,440.4
-97.13,31.84,431.3
-97.05,31.84,416.5
-96.97,31.84,401.5
-96.89,31.84,386.9
-96.81,31.84,370.6
-96.73,31.84,353.9
-96.65,31.84,336.1
-96.57,31.84,321.1
-96.49,31.84,309.4
-96.41,31.84,295.8
-96.33,31.84,284.6
-96.25,31.84,274.7
-96.17,31.84,264.5
-96.09,31.84,256.3
-96.01,31.84,242.7
-95.93,31.84,231.0
-95.85,31.84,225.9
-95.77,31.84,221.9
-95.69,31.84,214.8
-95.61,31.84,209.3
-95.53,31.84,204.1
-95.45,31.84,197.5
-95.37,31.84,189.6
-95.29,31.84,186.8
-95.21,31.84,186.1
-95.13,31.84,183.9
-95.05,31.84,180.0
-94.97,31.84,174.0
-94.89,31.84,166.1
-94.81,31.84,161.6
-94.73,31.84,159.7
-94.65,31.84,156.5
-94.57,31.84,151.6
-94.49,31.84,148.6
-94.41,31.84,146.3
-94.33,31.84,143.2
-94.25,31.84,137.5
-94.17,31.84,135.6
-94.09,31.84,133.2
-94.01,31.84,127.4
-93.93,31.84,120.4
-93.85,31.84,114.1
-105.85,31.92,795.2
-105.77,31.92,965.2
-105.69,31.92,1151.6
-105.61,31.92,1358.9
-105.53,31.92,1583.0
-105.45,31.92,1816.5
-105.37,31.92,2059.5
-105.29,31.92,2299.5
-105.21,31.92,2521.6
-105.13,31.92,2700.0
-105.05,31.92,2700.0
-104.97,31.92,2700.0
-104.89,31.92,2700.0
-104.81,31.92,2700.0
-104.73,31.92,2700.0
-104.65,31.92,2700.0
-104.57,31.92,2700.0
-104.49,31.92,2700.0
-104.41,31.92,2700.0
-104.33,31.92,2700.0
-104.25,31.92,2555.7
-104.17,31.92,2371.5
-104.09,31.92,2186.1
-104.01,31.92,2000.5
-103.93,31.92,1825.3
-103.85,31.92,1661.0
-103.77,31.92,1507.1
-103.69,31.92,1372.2
-103.61,31.92,1255.4
-103.53,31.92,1158.9
-103.45,31.92,1081.7
-103.37,31.92,1019.7
-103.29,31.92,971.3
-103.21,31.92,937.6
-103.13,31.92,913.5
-103.05,31.92,900.9
-102.97,31.92,895.3
-102.89,31.92,895.6
-102.81,31.92,901.2
-102.73,31.92,909.1
-102.65,31.92,919.4
-102.57,31.92,934.8
-102.49,31.92,949.4
-102.41,31.92,967.3
-102.33,31.92,983.2
-102.25,31.92,998.2
-102.17,31.92,1020.3
-102.09,31.92,1038.2
-102.01,31.92,1053.2
-101.93,31.92,1068.5
-101.85,31.92,1085.0
-101.77,31.92,1096.7
-101.69,31.92,1106.5
-101.61,31.92,1119.5
-101.53,31.92,1131.1
-101.45,31.92,1140.6
-101.37,31.92,1144.1
-101.29,31.92,1138.0
-101.21,31.92,1133.1
-101.13,31.92,1127.0
-101.05,31.92,1113.1
-100.97,31.92,1093.1
-100.89,31.92,1072.1
-100.81,31.92,1050.6
-100.73,31.92,1031.9
-100.65,31.92,1016.7
-100.57,31.92,1004.0
-100.49,31.92,1000.5
-100.41,31.92,1003.9
-100.33,31.92,1014.0
-100.25,31.92,1031.9
-100.17,31.92,1050.8
-100.09,31.92,1067.5
-100.01,31.92,1080.4
-99.93,31.92,1091.2
-99.85,31.92,1099.7
-99.77,31.92,1106.4
-99.69,31.92,1110.1
-99.61,31.92,1105.5
-99.53,31.92,1096.9
-99.45,31.92,1085.2
-99.37,31.92,1074.2
-99.29,31.92,1063.1
-99.21,31.92,1042.6
-99.13,31.92,1019.5
-99.05,31.92,998.9
-98.97,31.92,978.6
-98.89,31.92,954.1
-98.81,31.92,924.1
-98.73,31.92,887.9
-98.65,31.92,844.1
-98.57,31.92,797.2
-98.49,31.92,741.4
-98.41,31.92,677.5
-98.33,31.92,610.9
-98.25,31.92,546.1
-98.17,31.92,482.7
-98.09,31.92,431.8
-98.01,31.92,394.9
-97.93,31.92,373.6
-97.85,31.92,373.0
-97.77,31.92,387.7
-97.69,31.92,405.3
-97.61,31.92,420.3
-97.53,31.92,436.5
-97.45,31.92,446.4
-97.37,31.92,449.8
-97.29,31.92,448.8
-97.21,31.92,444.5
-97.13,31.92,432.9
-97.05,31.92,418.1
-96.97,31.92,404.2
-96.89,31.92,388.8
-96.81,31.92,372.4
-96.73,31.92,355.3
-96.65,31.92,337.5
-96.57,31.92,324.4
-96.49,31.92,311.7
-96.41,31.92,297.4
-96.33,31.92,283.7
-96.25,31.92,271.1
-96.17,31.92,262.5
-96.09,31.92,254.6
-96.01,31.92,241.1
-95.93,31.92,230.2
-95.85,31.92,227.1
-95.77,31.92,221.7
-95.69,31.92,213.8
-95.61,31.92,209.8
-95.53,31.92,203.0
-95.45,31.92,197.5
-95.37,31.92,192.0
-95.29,31.92,185.5
-95.21,31.92,181.8
-95.13,31.92,180.4
-95.05,31.92,176.4
-94.97,31.92,172.0
-94.89,31.92,164.3
-94.81,31.92,159.7
-94.73,31.92,158.0
-94.65,31.92,154.9
-94.57,31.92,152.7
-94.49,31.92,148.6
-94.41,31.92,145.2
-94.33,31.92,144.7
-94.25,31.92,142.1
-94.17,31.92,139.3
-94.09,31.92,132.4
-94.01,31.92,123.5
-93.93,31.92,118.1
-93.85,31.92,114.8
-103.05,32.0,903.8
-102.97,32.0,901.1
-102.89,32.0,905.9
-102.81,32.0,914.4
-102.73,32.0,927.1
-102.65,32.0,940.9
-102.57,32.0,956.9
-102.49,32.0,972.4
-102.41,32.0,989.3
-102.33,32.0,1005.6
-102.25,32.0,1022.4
-102.17,32.0,1043.8
-102.09,32.0,1060.9
-102.01,32.0,1077.5
-101.93,32.0,1095.0
-101.85,32.0,1111.0
-101.77,32.0,1121.5
-101.69,32.0,1131.7
-101.61,32.0,1142.5
-101.53,32.0,1149.4
-101.45,32.0,1160.0
-101.37,32.0,1165.0
-101.29,32.0,1159.8
-101.21,32.0,1158.2
-101.13,32.0,1151.1
-101.05,32.0,1134.8
-100.97,32.0,1113.1
-100.89,32.0,1088.5
-100.81,32.0,1067.6
-100.73,32.0,1047.2
-100.65,32.0,1026.9
-100.57,32.0,1013.9
-100.49,32.0,1012.6
-100.41,32.0,1018.4
-100.33,32.0,1029.3
-100.25,32.0,1047.2
-100.17,32.0,1064.7
-100.09,32.0,1080.3
-100.01,32.0,1092.9
-99.93,32.0,1105.2
-99.85,32.0,1113.7
-99.77,32.0,1119.9
-99.69,32.0,1122.8
-99.61,32.0,1119.5
-99.53,32.0,1108.8
-99.45,32.0,1093.5
-99.37,32.0,1078.5
-99.29,32.0,1066.0
-99.21,32.0,1049.6
-99.13,32.0,1029.9
-99.05,32.0,1009.7
-98.97,32.0,988.1
-98.89,32.0,962.2
-98.81,32.0,931.3
-98.73,32.0,893.1
-98.65,32.0,851.5
-98.57,32.0,804.6
-98.49,32.0,749.1
-98.41,32.0,686.4
-98.33,32.0,619.6
-98.25,32.0,554.8
-98.17,32.0,494.6
-98.09,32.0,446.5
-98.01,32.0,407.2
-97.93,32.0,383.2
-97.85,32.0,380.6
-97.77,32.0,396.3
-97.69,32.0,413.3
-97.61,32.0,428.1
-97.53,32.0,444.8
-97.45,32.0,453.2
-97.37,32.0,454.1
-97.29,32.0,454.3
-97.21,32.0,448.5
-97.13,32.0,433.0
-97.05,32.0,418.1
-96.97,32.0,404.2
-96.89,32.0,387.4
-96.81,32.0,372.6
-96.73,32.0,355.0
-96.65,32.0,337.9
-96.57,32.0,323.9
-96.49,32.0,311.7
-96.41,32.0,295.4
-96.33,32.0,279.9
-96.25,32.0,268.4
-96.17,32.0,260.6
-96.09,32.0,252.5
-96.01,32.0,240.0
-95.93,32.0,231.9
-95.85,32.0,225.8
-95.77,32.0,215.9
-95.69,32.0,207.7
-95.61,32.0,204.6
-95.53,32.0,200.8
-95.45,32.0,195.7
-95.37,32.0,188.5
-95.29,32.0,180.6
-95.21,32.0,174.7
-95.13,32.0,173.2
-95.05,32.0,172.9
-94.97,32.0,169.5
-94.89,32.0,159.6
-94.81,32.0,154.6
-94.73,32.0,156.5
-94.65,32.0,152.9
-94.57,32.0,149.8
-94.49,32.0,147.8
-94.41,32.0,145.3
-94.33,32.0,145.3
-94.25,32.0,142.6
-94.17,32.0,139.7
-94.09,32.0,130.3
-94.01,32.0,119.2
-93.93,32.0,117.0
-93.85,32.0,116.8
-102.97,32.08,913.1
-102.89,32.08,917.2
-102.81,32.08,926.8
-102.73,32.08,943.0
-102.65,32.08,959.6
-102.57,32.08,975.1
-102.49,32.08,993.3
-102.41,32.08,1014.3
-102.33,32.08,1032.1
-102.25,32.08,1047.5
-102.17,32.08,1065.3
-102.09,32.08,1081.6
-102.01,32.08,1098.9
-101.93,32.08,1117.6
-101.85,32.08,1132.0
-101.77,32.08,1143.1
-101.69,32.08,1157.7
-101.61,32.08,1166.4
-101.53,32.08,1172.8
-101.45,32.08,1183.7
-101.37,32.08,1189.7
-101.29,32.08,1184.6
-101.21,32.08,1179.2
-101.13,32.08,1170.6
-101.05,32.08,1155.7
-100.97,32.08,1132.6
-100.89,32.08,1107.5
-100.81,32.08,1086.5
-100.73,32.08,1064.5
-100.65,32.08,1041.4
-100.57,32.08,1027.4
-100.49,32.08,1022.8
-100.41,32.08,1026.9
-100.33,32.08,1038.5
-100.25,32.08,1056.6
-100.17,32.08,1075.1
-100.09,32.08,1090.8
-100.01,32.08,1105.6
-99.93,32.08,1119.1
-99.85,32.08,1130.4
-99.77,32.08,1135.4
-99.69,32.08,1136.0
-99.61,32.08,1132.2
-99.53,32.08,1121.1
-99.45,32.08,1105.7
-99.37,32.08,1089.7
-99.29,32.08,1073.5
-99.21,32.08,1056.4
-99.13,32.08,1037.6
-99.05,32.08,1016.2
-98.97,32.08,993.1
-98.89,32.08,966.4
-98.81,32.08,936.7
-98.73,32.08,900.3
-98.65,32.08,858.1
-98.57,32.08,811.7
-98.49,32.08,757.7
-98.41,32.08,694.1
-98.33,32.08,626.8
-98.25,32.08,561.6
-98.17,32.08,504.4
-98.09,32.08,457.0
-98.01,32.08,418.3
-97.93,32.08,395.7
-97.85,32.08,392.4
-97.77,32.08,405.0
-97.69,32.08,419.7
-97.61,32.08,436.5
-97.53,32.08,451.6
-97.45,32.08,458.2
-97.37,32.08,458.9
-97.29,32.08,456.6
-97.21,32.08,445.2
-97.13,32.08,430.4
-97.05,32.08,416.2
-96.97,32.08,400.8
-96.89,32.08,385.0
-96.81,32.08,370.4
-96.73,32.08,353.8
-96.65,32.08,338.0
-96.57,32.08,322.4
-96.49,32.08,309.6
-96.41,32.08,294.0
-96.33,32.08,279.4
-96.25,32.08,267.9
